run_id,status,scenario,algorithm,seed,requested_vehicle_count,observed_sumo_vehicle_count,witness_count,slot_count,delay_ms,jitter_ms,loss_rate,duplicate_rate,reorder_rate,gossip_period_ms,observable_attack,conflict_detected,evidence_generated,evidence_count,detection_e2e_ms,detection_logic_ms,total_wall_ms,signer_setup_ms,background_commitments,background_accepted,background_elapsed_ms,background_throughput_per_sec,background_peak_memory_kib,gossip_sent,gossip_delivered,gossip_dropped,gossip_duplicated,error_type,error,result_file
20260725T024820_763474Z_equivocation_mock_seed2,PASS,equivocation,mock,2,3,3,2,5,50,0,0.05,0.0,0.0,50,True,True,True,1,150,0,11.2701,0.0319,0,0,0.0,,0.0,2,1,1,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00011.json
20260725T024823_374118Z_equivocation_mock_seed3,PASS,equivocation,mock,3,3,3,2,5,50,0,0.05,0.0,0.0,50,True,True,True,2,150,0,11.3337,0.0185,0,0,0.0,,0.0,2,2,0,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00012.json
20260725T024825_918613Z_equivocation_mock_seed1,PASS,equivocation,mock,1,10,3,2,5,0,0,0.0,0.0,0.0,50,True,True,True,2,50,0,61.1365,0.0211,7,7,49.7928,140.58257418743273,20.7626953125,2,2,0,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00013.json
20260725T024828_271281Z_equivocation_mock_seed2,PASS,equivocation,mock,2,10,3,2,5,0,0,0.0,0.0,0.0,50,True,True,True,2,50,0,52.7598,0.0345,7,7,40.2494,173.91563600948086,20.7626953125,2,2,0,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00014.json
20260725T024830_844575Z_equivocation_mock_seed3,PASS,equivocation,mock,3,10,3,2,5,0,0,0.0,0.0,0.0,50,True,True,True,2,50,0,53.1904,0.0257,7,7,40.4719,172.9595101786672,20.7626953125,2,2,0,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00015.json
20260725T024833_466117Z_equivocation_mock_seed1,PASS,equivocation,mock,1,10,3,2,5,0,0,0.05,0.0,0.0,50,True,True,True,2,50,0,49.7123,0.0182,7,7,39.1659,178.72690273937275,20.7626953125,2,2,0,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00016.json
20260725T024835_953176Z_equivocation_mock_seed2,PASS,equivocation,mock,2,10,3,2,5,0,0,0.05,0.0,0.0,50,True,True,True,1,50,0,50.6732,0.0192,7,7,39.9794,175.09017143829072,20.7626953125,2,1,1,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00017.json
20260725T024838_377663Z_equivocation_mock_seed3,PASS,equivocation,mock,3,10,3,2,5,0,0,0.05,0.0,0.0,50,True,True,True,2,50,0,48.4673,0.0185,7,7,39.0669,179.17981718539227,20.7626953125,2,2,0,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00018.json
20260725T024840_783359Z_equivocation_mock_seed1,PASS,equivocation,mock,1,10,3,2,5,50,0,0.0,0.0,0.0,50,True,True,True,2,150,0,52.2547,0.0201,7,7,40.9885,170.77960891469556,20.7626953125,2,2,0,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00019.json
20260725T024843_076911Z_equivocation_mock_seed2,PASS,equivocation,mock,2,10,3,2,5,50,0,0.0,0.0,0.0,50,True,True,True,2,150,0,68.5297,0.0253,7,7,55.9941,125.01317103051927,20.7626953125,2,2,0,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00020.json
20260725T024845_234514Z_equivocation_mock_seed3,PASS,equivocation,mock,3,10,3,2,5,50,0,0.0,0.0,0.0,50,True,True,True,2,150,0,50.2051,0.0203,7,7,39.6895,176.36906486602248,20.7626953125,2,2,0,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00021.json
20260725T024847_699071Z_equivocation_mock_seed1,PASS,equivocation,mock,1,10,3,2,5,50,0,0.05,0.0,0.0,50,True,True,True,2,150,0,86.674,0.0288,7,7,75.134,93.16687518300635,20.7626953125,2,2,0,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00022.json
20260725T024850_246408Z_equivocation_mock_seed2,PASS,equivocation,mock,2,10,3,2,5,50,0,0.05,0.0,0.0,50,True,True,True,1,150,0,66.1782,0.0187,7,7,52.213,134.0662287169862,20.7626953125,2,1,1,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00023.json
20260725T024853_015389Z_equivocation_mock_seed3,PASS,equivocation,mock,3,10,3,2,5,50,0,0.05,0.0,0.0,50,True,True,True,2,150,0,61.1531,0.0182,7,7,45.8336,152.7263841374014,20.7626953125,2,2,0,0,,,C:\Users\wah43\secv2x\artifacts\sumo\sweeps\pilot_20260725T024753Z\runs\run_00024.json
